status,loan_amnt,term,annual_inc,dti,payment_inc_ratio,revol_bal,revol_util,purpose,home_ownership,delinq_2yrs_zero,pub_rec_zero,open_acc,grade,outcome,emp_length,purpose_,home_,emp_len_
Charged Off,22750,60 months,52000,14.61,13.7695,11018.0,38.7,debt_consolidation,RENT,1,1,15,3.8,default,5,debt_consolidation,RENT, > 1 Year
Fully Paid,24625,60 months,56000,20.31,12.6146,18425.0,49.7,debt_consolidation,MORTGAGE,0,1,10,4.6,paid off,8,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,15000,60 months,150000,3.06,2.8128,10884.0,63.6,debt_consolidation,OWN,1,0,8,4.4,paid off,11,debt_consolidation,OWN, > 1 Year
Fully Paid,21450,36 months,280000,15.96,3.26747,78380.0,62.2,debt_consolidation,OWN,1,1,19,5.0,paid off,3,debt_consolidation,OWN, > 1 Year
Fully Paid,5000,36 months,52000,11.03,3.96231,2522.0,12.2,debt_consolidation,RENT,0,1,10,4.4,paid off,9,debt_consolidation,RENT, > 1 Year
Fully Paid,6000,36 months,100000,14.5,2.55912,15539.0,43.0,debt_consolidation,MORTGAGE,1,1,12,5.0,paid off,7,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,35000,60 months,150000,3.4,6.6936,23384.0,43.3,home_improvement,MORTGAGE,1,1,9,4.6,paid off,11,home_improvement,MORTGAGE, > 1 Year
Fully Paid,29175,60 months,65000,18.07,15.6517,6997.0,82.3,debt_consolidation,OWN,1,1,7,1.6,paid off,4,debt_consolidation,OWN, > 1 Year
Fully Paid,8500,36 months,73000,2.88,4.48964,6487.0,38.6,credit_card,MORTGAGE,1,1,6,5.2,paid off,9,credit_card,MORTGAGE, > 1 Year
Fully Paid,9175,36 months,38000,19.77,9.43642,7528.0,43.5,debt_consolidation,MORTGAGE,1,1,9,5.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,5425,36 months,20800,11.31,10.6488,9234.0,39.6,debt_consolidation,RENT,1,1,4,4.2,default,6,debt_consolidation,RENT, > 1 Year
Fully Paid,21250,36 months,50000,17.69,15.9581,58327.0,54.7,credit_card,MORTGAGE,1,1,13,6.8,paid off,0,credit_card,MORTGAGE, < 1 Year
Fully Paid,1800,36 months,72000,13.88,1.10767,7369.0,50.5,debt_consolidation,RENT,1,1,19,3.8,paid off,7,debt_consolidation,RENT, > 1 Year
Fully Paid,25000,60 months,114000,20.51,7.20842,22277.0,93.6,home_improvement,MORTGAGE,1,1,7,2.6,paid off,11,home_improvement,MORTGAGE, > 1 Year
Fully Paid,14000,36 months,83000,13.21,6.75687,10770.0,32.6,debt_consolidation,RENT,0,1,12,5.8,paid off,2,debt_consolidation,RENT, > 1 Year
Fully Paid,20000,36 months,95000,15.94,8.59516,27059.0,70.7,credit_card,MORTGAGE,1,1,8,4.2,paid off,7,credit_card,MORTGAGE, > 1 Year
Fully Paid,20000,36 months,60000,18.7,12.1744,3317.0,8.0,major_purchase,OWN,1,1,7,6.2,paid off,2,major_purchase,OWN, > 1 Year
Fully Paid,15000,36 months,85000,20.36,7.52682,14568.0,56.9,debt_consolidation,MORTGAGE,1,1,26,5.0,paid off,4,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,5500,36 months,37500,20.61,5.98816,2997.0,52.6,debt_consolidation,RENT,1,1,9,4.2,default,5,debt_consolidation,RENT, > 1 Year
Fully Paid,5000,36 months,61000,10.13,3.12334,19680.0,56.4,credit_card,RENT,1,1,12,7.0,paid off,7,credit_card,RENT, > 1 Year
Fully Paid,25450,36 months,71000,11.1,14.3589,6779.0,41.6,debt_consolidation,MORTGAGE,0,1,11,5.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,48000,8.98,9.6395,11207.0,43.9,debt_consolidation,RENT,1,1,7,5.2,paid off,0,debt_consolidation,RENT, < 1 Year
Fully Paid,35000,60 months,106000,10.73,9.6103,14483.0,19.7,debt_consolidation,MORTGAGE,1,1,8,4.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,15000,36 months,140000,6.76,3.9132,13473.0,22.0,debt_consolidation,OWN,1,1,11,6.2,paid off,5,debt_consolidation,OWN, > 1 Year
Fully Paid,15000,36 months,80000,12.14,8.45385,9869.0,47.4,debt_consolidation,RENT,1,1,18,2.2,paid off,7,debt_consolidation,RENT, > 1 Year
Fully Paid,16000,60 months,80500,16.2,5.59066,9404.0,69.1,credit_card,RENT,1,0,10,4.4,paid off,11,credit_card,RENT, > 1 Year
Fully Paid,5500,36 months,20000,18.6,11.016,9164.0,26.8,debt_consolidation,OWN,1,1,22,5.8,paid off,1,debt_consolidation,OWN, > 1 Year
Fully Paid,7000,36 months,41352,15.81,6.84939,6962.0,53.6,debt_consolidation,RENT,1,1,14,6.0,paid off,4,debt_consolidation,RENT, > 1 Year
Fully Paid,19600,36 months,50000,17.93,17.2075,14417.0,47.3,wedding,OWN,1,1,6,3.6,paid off,2,other,OWN, > 1 Year
Fully Paid,10000,36 months,60000,25.98,6.2324,23492.0,31.2,debt_consolidation,OWN,1,1,12,6.6,paid off,11,debt_consolidation,OWN, > 1 Year
Fully Paid,35000,60 months,95000,14.24,12.3872,17865.0,53.6,debt_consolidation,MORTGAGE,1,1,16,3.0,paid off,8,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,15000,36 months,55000,18.41,11.7598,9724.0,69.0,debt_consolidation,OWN,1,1,6,3.2,paid off,8,debt_consolidation,OWN, > 1 Year
Fully Paid,6300,36 months,40000,21.03,6.7914,4668.0,97.2,debt_consolidation,RENT,1,1,7,3.2,paid off,11,debt_consolidation,RENT, > 1 Year
Charged Off,4000,36 months,27200,13.73,6.19412,4102.0,28.7,debt_consolidation,RENT,1,1,11,4.8,default,0,debt_consolidation,RENT, < 1 Year
Fully Paid,30000,60 months,111500,20.17,8.12179,30327.0,67.4,debt_consolidation,MORTGAGE,1,1,12,3.2,paid off,8,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,4200,36 months,65000,29.22,2.78622,36375.0,85.8,credit_card,MORTGAGE,1,1,10,3.2,paid off,2,credit_card,MORTGAGE, > 1 Year
Charged Off,20000,36 months,45500,27.75,18.9534,9656.0,77.9,debt_consolidation,RENT,0,1,11,3.2,default,8,debt_consolidation,RENT, > 1 Year
Fully Paid,18000,60 months,107000,19.93,5.29458,15882.0,53.7,house,MORTGAGE,0,1,11,3.8,paid off,8,home_improvement,MORTGAGE, > 1 Year
Fully Paid,8000,36 months,155000,17.33,2.28666,40140.0,66.2,other,MORTGAGE,1,1,22,3.8,paid off,11,other,MORTGAGE, > 1 Year
Fully Paid,18000,36 months,130000,6.63,5.41145,22598.0,87.3,debt_consolidation,MORTGAGE,1,1,8,5.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,30000,16.84,13.2,12263.0,46.5,debt_consolidation,OWN,1,1,10,5.6,paid off,1,debt_consolidation,OWN, > 1 Year
Fully Paid,8000,36 months,114000,11.04,2.92832,24891.0,82.4,debt_consolidation,MORTGAGE,1,1,9,4.6,paid off,8,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,7000,36 months,45600,24.05,6.61921,2894.0,49.1,debt_consolidation,OWN,0,0,6,3.2,paid off,7,debt_consolidation,OWN, > 1 Year
Charged Off,9250,36 months,76400,25.62,5.31471,17196.0,72.5,debt_consolidation,MORTGAGE,1,1,14,3.6,default,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,1675,36 months,53445,16.08,1.37592,4170.0,73.2,home_improvement,MORTGAGE,1,0,5,3.6,paid off,7,home_improvement,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,90000,15.71,4.4,14479.0,57.2,debt_consolidation,MORTGAGE,1,1,9,5.6,paid off,2,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10975,36 months,53000,27.09,8.29517,9159.0,25.2,credit_card,MORTGAGE,0,0,17,5.8,paid off,2,credit_card,MORTGAGE, > 1 Year
Charged Off,4800,36 months,39000,3.72,5.54923,3555.0,29.1,moving,RENT,1,0,7,2.2,default,3,other,RENT, > 1 Year
Fully Paid,8400,36 months,109000,11.12,3.3829,8272.0,91.9,major_purchase,RENT,1,1,5,3.6,paid off,6,major_purchase,RENT, > 1 Year
Fully Paid,13500,36 months,45000,8.19,12.0176,17031.0,86.5,credit_card,RENT,1,1,12,5.8,paid off,3,credit_card,RENT, > 1 Year
Fully Paid,15000,36 months,175000,9.63,3.46821,23075.0,85.8,credit_card,MORTGAGE,1,1,10,6.0,paid off,7,credit_card,MORTGAGE, > 1 Year
Charged Off,6250,36 months,31000,24.28,8.69342,5088.0,66.1,credit_card,RENT,1,1,8,3.2,default,1,credit_card,RENT, > 1 Year
Fully Paid,6000,36 months,56000,9.24,4.47086,2582.0,13.7,debt_consolidation,RENT,1,0,11,4.6,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,10900,36 months,35250,14.33,11.7828,10776.0,42.3,debt_consolidation,RENT,1,1,11,7.0,paid off,2,debt_consolidation,RENT, > 1 Year
Fully Paid,10000,36 months,80000,27.68,5.10345,16052.0,91.7,home_improvement,MORTGAGE,1,1,17,4.2,paid off,8,home_improvement,MORTGAGE, > 1 Year
Fully Paid,7000,36 months,47000,18.03,5.9663,4588.0,56.6,debt_consolidation,MORTGAGE,1,0,8,5.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,6800,36 months,95000,5.14,3.14211,5186.0,62.5,other,RENT,1,1,6,3.6,default,5,other,RENT, > 1 Year
Fully Paid,4650,36 months,34000,32.22,5.53376,7573.0,88.1,debt_consolidation,RENT,1,1,6,6.0,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,5000,36 months,60000,2.42,3.5934,6208.0,97.0,debt_consolidation,RENT,0,1,3,3.2,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,18200,60 months,70000,14.02,7.96526,1273.0,13.7,home_improvement,MORTGAGE,1,0,10,3.4,paid off,11,home_improvement,MORTGAGE, > 1 Year
Fully Paid,7000,36 months,60000,6.28,4.9762,4935.0,64.1,credit_card,RENT,1,1,9,5.0,paid off,1,credit_card,RENT, > 1 Year
Fully Paid,12000,36 months,43500,26.81,12.0094,11681.0,42.0,debt_consolidation,RENT,1,1,9,3.4,paid off,4,debt_consolidation,RENT, > 1 Year
Charged Off,9575,36 months,37200,24.0,9.92452,8195.0,56.5,debt_consolidation,MORTGAGE,1,1,7,5.2,default,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,12300,60 months,72000,19.4,5.56333,12562.0,76.6,debt_consolidation,MORTGAGE,1,1,17,2.4,paid off,2,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,7000,36 months,107000,18.45,2.93002,12843.0,74.2,debt_consolidation,MORTGAGE,1,1,18,4.0,default,6,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,16000,60 months,54000,23.33,9.57911,26055.0,40.1,debt_consolidation,MORTGAGE,1,1,19,2.2,default,8,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,6800,36 months,39500,23.95,6.7282,20291.0,73.5,debt_consolidation,MORTGAGE,1,1,11,5.4,default,2,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,5600,36 months,70000,13.34,2.94771,4409.0,16.2,debt_consolidation,RENT,1,1,19,6.4,paid off,1,debt_consolidation,RENT, > 1 Year
Fully Paid,5000,36 months,90000,13.43,2.3696,19092.0,63.9,credit_card,RENT,1,1,11,5.0,paid off,6,credit_card,RENT, > 1 Year
Fully Paid,21000,36 months,400000,15.43,2.12424,38238.0,72.0,debt_consolidation,MORTGAGE,1,1,14,6.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,5100,36 months,78000,11.95,2.69431,5057.0,76.6,credit_card,RENT,0,1,18,4.4,paid off,3,credit_card,RENT, > 1 Year
Charged Off,9800,36 months,83000,21.85,5.18299,10840.0,33.3,wedding,RENT,1,1,11,3.6,default,5,other,RENT, > 1 Year
Fully Paid,25200,60 months,135000,6.08,5.54053,49236.0,83.7,home_improvement,MORTGAGE,1,1,5,5.0,paid off,2,home_improvement,MORTGAGE, > 1 Year
Charged Off,19000,60 months,44000,13.25,15.0578,22606.0,86.5,credit_card,RENT,1,1,8,1.6,default,7,credit_card,RENT, > 1 Year
Charged Off,9600,36 months,42000,29.86,10.0337,13552.0,60.5,credit_card,RENT,1,1,24,3.6,default,4,credit_card,RENT, > 1 Year
Charged Off,5825,36 months,43000,17.69,5.65284,4700.0,75.8,debt_consolidation,RENT,1,1,6,4.6,default,11,debt_consolidation,RENT, > 1 Year
Fully Paid,8750,36 months,50000,20.09,6.7476,26136.0,73.8,debt_consolidation,MORTGAGE,0,1,11,5.2,paid off,6,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,89000,15.78,5.33933,13941.0,40.9,debt_consolidation,RENT,1,1,11,5.6,paid off,7,debt_consolidation,RENT, > 1 Year
Fully Paid,15000,36 months,99600,12.05,6.03289,9734.0,55.6,credit_card,RENT,1,1,14,5.8,paid off,10,credit_card,RENT, > 1 Year
Fully Paid,12000,36 months,110000,19.3,4.97247,26883.0,93.0,other,MORTGAGE,0,1,12,2.6,paid off,5,other,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,117500,5.36,4.44603,15462.0,49.1,debt_consolidation,RENT,0,1,18,3.4,paid off,9,debt_consolidation,RENT, > 1 Year
Fully Paid,15000,60 months,52000,9.48,7.99731,11876.0,69.5,debt_consolidation,OWN,1,0,5,4.2,paid off,11,debt_consolidation,OWN, > 1 Year
Fully Paid,15000,36 months,175000,6.02,3.34992,10974.0,76.2,debt_consolidation,MORTGAGE,1,1,9,5.4,paid off,2,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,5000,36 months,35000,27.98,5.36434,22442.0,59.5,debt_consolidation,MORTGAGE,1,1,10,6.8,paid off,8,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,20000,60 months,70000,8.07,8.31583,8186.0,75.8,debt_consolidation,MORTGAGE,1,1,4,4.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,15000,60 months,120000,6.98,3.5859,19464.0,52.2,debt_consolidation,MORTGAGE,0,1,17,4.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,60000,19.17,8.1654,5697.0,65.5,debt_consolidation,MORTGAGE,1,1,9,4.2,paid off,5,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,86000,13.03,4.79149,11016.0,55.6,debt_consolidation,MORTGAGE,0,1,15,4.4,paid off,2,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,7100,36 months,26784,9.41,10.4973,8427.0,49.0,debt_consolidation,MORTGAGE,1,1,5,5.6,paid off,0,debt_consolidation,MORTGAGE, < 1 Year
Charged Off,6250,36 months,35000,26.4,7.07143,3295.0,45.8,debt_consolidation,MORTGAGE,1,0,4,5.6,default,6,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,21000,60 months,92000,14.48,6.6437,21229.0,34.6,credit_card,MORTGAGE,0,1,12,4.8,paid off,9,credit_card,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,80000,18.92,6.46785,12408.0,59.1,credit_card,MORTGAGE,0,1,20,3.2,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,13975,60 months,39056,23.81,12.2283,5386.0,53.3,debt_consolidation,RENT,1,1,7,1.2,paid off,0,debt_consolidation,RENT, < 1 Year
Fully Paid,8000,36 months,45000,21.44,7.3256,11703.0,83.0,credit_card,MORTGAGE,1,1,14,4.4,paid off,10,credit_card,MORTGAGE, > 1 Year
Charged Off,13000,36 months,40000,25.62,13.269,12912.0,71.7,credit_card,MORTGAGE,1,1,8,4.2,default,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,8800,36 months,34000,20.61,10.4725,5175.0,34.7,credit_card,MORTGAGE,0,0,8,6.0,paid off,7,credit_card,MORTGAGE, > 1 Year
Fully Paid,2800,36 months,63375,31.94,1.76985,12611.0,53.0,credit_card,MORTGAGE,1,1,14,5.8,paid off,4,credit_card,MORTGAGE, > 1 Year
Charged Off,17625,36 months,62000,14.32,11.9729,6419.0,66.9,debt_consolidation,RENT,1,1,10,4.8,default,3,debt_consolidation,RENT, > 1 Year
Charged Off,20000,60 months,45000,4.58,15.6197,1884.0,31.4,debt_consolidation,RENT,1,1,4,1.8,default,5,debt_consolidation,RENT, > 1 Year
Fully Paid,7000,36 months,85000,13.75,3.43652,113425.0,59.1,medical,MORTGAGE,1,1,12,4.6,paid off,10,medical,MORTGAGE, > 1 Year
Charged Off,7200,36 months,34501,26.85,8.78966,906.0,15.6,debt_consolidation,MORTGAGE,1,1,7,4.8,default,10,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,2875,36 months,40000,7.0,3.1845,2431.0,59.3,debt_consolidation,RENT,0,1,6,3.8,paid off,2,debt_consolidation,RENT, > 1 Year
Fully Paid,12000,36 months,45000,29.36,11.9432,20285.0,94.3,credit_card,RENT,1,1,14,4.0,paid off,7,credit_card,RENT, > 1 Year
Fully Paid,15600,36 months,60000,10.57,10.296,12588.0,53.1,credit_card,MORTGAGE,1,1,12,5.6,paid off,4,credit_card,MORTGAGE, > 1 Year
Charged Off,5500,36 months,26880,34.42,8.43125,10212.0,57.1,debt_consolidation,RENT,1,1,22,4.4,default,6,debt_consolidation,RENT, > 1 Year
Fully Paid,8000,36 months,92000,6.97,3.62857,8798.0,63.3,debt_consolidation,MORTGAGE,1,1,6,4.6,paid off,8,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,35000,60 months,128000,12.43,9.68484,24953.0,86.8,debt_consolidation,MORTGAGE,0,1,11,2.0,default,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,10000,36 months,75492,15.8,5.71181,39491.0,92.3,credit_card,MORTGAGE,1,1,18,3.2,default,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,20000,60 months,56000,14.19,12.3491,5679.0,39.7,debt_consolidation,MORTGAGE,0,1,17,1.4,paid off,8,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,8400,36 months,65000,26.58,5.1768,16550.0,59.0,debt_consolidation,OWN,1,0,16,5.8,paid off,10,debt_consolidation,OWN, > 1 Year
Fully Paid,21250,36 months,53159,34.18,16.8362,20342.0,50.7,small_business,RENT,1,1,20,4.8,paid off,6,small_business,RENT, > 1 Year
Fully Paid,18000,36 months,124523,13.64,5.64946,22859.0,70.6,credit_card,MORTGAGE,1,1,10,5.4,paid off,11,credit_card,MORTGAGE, > 1 Year
Charged Off,25000,36 months,80000,21.76,12.8769,26853.0,72.8,debt_consolidation,RENT,1,1,12,4.4,default,7,debt_consolidation,RENT, > 1 Year
Fully Paid,12000,36 months,120000,12.36,4.0059,18330.0,43.4,debt_consolidation,MORTGAGE,1,1,14,5.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,15000,36 months,43600,17.97,15.586,18626.0,70.3,debt_consolidation,RENT,1,1,7,2.4,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,4200,36 months,70000,2.54,2.5872,15312.0,65.7,other,MORTGAGE,0,1,5,3.2,paid off,11,other,MORTGAGE, > 1 Year
Fully Paid,11000,36 months,70000,10.61,6.41571,4706.0,74.7,home_improvement,MORTGAGE,1,1,10,4.2,paid off,11,home_improvement,MORTGAGE, > 1 Year
Fully Paid,3200,36 months,44000,14.07,3.03491,8624.0,42.3,debt_consolidation,OWN,1,1,8,4.6,paid off,11,debt_consolidation,OWN, > 1 Year
Fully Paid,12700,36 months,53170,4.83,9.20978,4406.0,21.0,home_improvement,MORTGAGE,1,1,11,5.2,paid off,2,home_improvement,MORTGAGE, > 1 Year
Fully Paid,20000,36 months,60000,30.66,13.9094,38702.0,86.6,credit_card,RENT,1,1,11,4.6,paid off,7,credit_card,RENT, > 1 Year
Fully Paid,6000,36 months,65000,11.06,3.80363,7423.0,60.8,debt_consolidation,RENT,0,1,15,4.4,paid off,4,debt_consolidation,RENT, > 1 Year
Charged Off,4800,60 months,42000,18.0,3.75686,9566.0,70.9,debt_consolidation,RENT,1,1,12,2.6,default,9,debt_consolidation,RENT, > 1 Year
Fully Paid,11800,36 months,69000,21.76,6.77217,3204.0,50.9,major_purchase,OWN,1,1,6,5.6,paid off,8,major_purchase,OWN, > 1 Year
Fully Paid,6850,36 months,25000,20.02,11.0866,3642.0,47.3,debt_consolidation,MORTGAGE,1,1,6,6.0,paid off,4,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,4375,36 months,23000,18.26,8.42765,4644.0,89.3,debt_consolidation,OWN,1,1,5,3.8,default,3,debt_consolidation,OWN, > 1 Year
Fully Paid,13000,36 months,75000,16.83,6.864,4291.0,20.1,debt_consolidation,MORTGAGE,0,1,12,5.6,paid off,3,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,14600,60 months,40000,20.19,10.4709,9904.0,49.0,car,RENT,0,1,12,4.6,default,5,major_purchase,RENT, > 1 Year
Fully Paid,11200,36 months,40000,31.38,11.6838,13937.0,42.2,credit_card,MORTGAGE,1,1,20,4.6,paid off,2,credit_card,MORTGAGE, > 1 Year
Fully Paid,23675,36 months,54500,23.77,17.2025,8503.0,41.5,debt_consolidation,MORTGAGE,0,1,10,5.6,paid off,8,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,7000,36 months,52000,18.42,5.496,4681.0,70.9,major_purchase,RENT,0,1,15,4.2,paid off,2,major_purchase,RENT, > 1 Year
Fully Paid,7000,36 months,170000,9.65,1.69673,45392.0,92.4,other,MORTGAGE,1,1,13,4.4,paid off,11,other,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,50000,29.11,9.88944,29409.0,85.2,credit_card,RENT,1,1,8,4.4,paid off,11,credit_card,RENT, > 1 Year
Charged Off,10000,36 months,70000,19.11,5.88669,13490.0,51.1,debt_consolidation,MORTGAGE,0,1,22,4.4,default,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,15000,36 months,80000,5.66,7.425,12530.0,69.2,debt_consolidation,RENT,1,1,5,5.6,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,17500,36 months,81936,14.28,7.86936,14027.0,33.7,debt_consolidation,MORTGAGE,1,1,14,6.4,paid off,0,debt_consolidation,MORTGAGE, < 1 Year
Fully Paid,9000,36 months,81759,3.57,4.11639,21902.0,34.5,home_improvement,MORTGAGE,1,0,6,6.6,paid off,11,home_improvement,MORTGAGE, > 1 Year
Charged Off,12000,36 months,65000,19.46,8.03705,34722.0,76.5,other,RENT,1,1,11,3.4,default,11,other,RENT, > 1 Year
Charged Off,22000,60 months,53040,10.32,13.5077,16254.0,75.2,debt_consolidation,RENT,1,0,7,2.4,default,4,debt_consolidation,RENT, > 1 Year
Charged Off,20050,36 months,75000,11.76,11.8438,17353.0,57.3,credit_card,MORTGAGE,0,1,11,3.8,default,11,credit_card,MORTGAGE, > 1 Year
Charged Off,10000,36 months,33000,21.06,12.372,21224.0,69.4,debt_consolidation,RENT,1,0,12,4.2,default,10,debt_consolidation,RENT, > 1 Year
Charged Off,12000,36 months,46800,18.96,11.2556,8786.0,48.0,credit_card,OWN,1,1,12,3.6,default,7,credit_card,OWN, > 1 Year
Charged Off,3250,36 months,65000,6.18,2.10591,1421.0,56.8,debt_consolidation,OWN,1,1,4,4.8,default,11,debt_consolidation,OWN, > 1 Year
Fully Paid,9000,36 months,37000,25.36,10.4883,8569.0,70.8,debt_consolidation,RENT,1,1,6,3.2,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,9600,36 months,55000,10.54,7.59862,6585.0,53.5,debt_consolidation,MORTGAGE,0,1,8,3.4,paid off,1,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,19200,60 months,55000,28.89,8.84095,18998.0,24.2,debt_consolidation,MORTGAGE,1,1,12,5.2,default,1,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,18000,36 months,65000,17.29,10.9662,7194.0,48.0,debt_consolidation,RENT,0,1,6,5.6,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,7200,36 months,100000,14.64,2.65284,4643.0,9.0,debt_consolidation,MORTGAGE,1,1,10,6.4,paid off,10,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,50000,21.77,8.70672,6503.0,62.5,other,MORTGAGE,1,1,5,3.4,paid off,9,other,MORTGAGE, > 1 Year
Charged Off,10000,36 months,45000,17.63,9.35947,3811.0,95.3,debt_consolidation,RENT,1,1,6,4.8,default,7,debt_consolidation,RENT, > 1 Year
Charged Off,35000,60 months,171000,18.71,7.24947,34572.0,72.2,other,MORTGAGE,1,1,16,2.0,default,0,other,MORTGAGE, < 1 Year
Charged Off,8000,36 months,42000,13.77,7.34429,4119.0,34.0,debt_consolidation,RENT,1,1,4,5.2,default,0,debt_consolidation,RENT, < 1 Year
Fully Paid,20000,36 months,105000,5.55,7.01806,29640.0,23.4,debt_consolidation,MORTGAGE,1,1,18,6.4,paid off,6,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,10000,60 months,65500,34.82,5.46376,42813.0,75.1,other,MORTGAGE,1,1,13,0.2,default,0,other,MORTGAGE, < 1 Year
Fully Paid,17625,36 months,40000,15.0,19.9617,12579.0,74.4,debt_consolidation,MORTGAGE,1,0,17,2.4,paid off,6,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,18000,60 months,41171,29.54,14.1344,5399.0,40.9,debt_consolidation,RENT,1,1,13,2.2,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,24000,36 months,83000,16.1,11.301,37670.0,68.1,credit_card,RENT,1,1,7,5.4,paid off,5,credit_card,RENT, > 1 Year
Fully Paid,16000,60 months,53000,17.62,10.6927,13243.0,53.6,debt_consolidation,MORTGAGE,0,1,12,2.0,paid off,3,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,88000,12.02,4.78609,11907.0,40.9,credit_card,RENT,0,0,11,4.8,paid off,11,credit_card,RENT, > 1 Year
Fully Paid,35000,36 months,104000,20.02,14.0431,41439.0,68.7,credit_card,MORTGAGE,1,1,13,4.6,paid off,6,credit_card,MORTGAGE, > 1 Year
Fully Paid,16000,60 months,50000,24.34,9.31368,19428.0,68.2,credit_card,MORTGAGE,1,1,14,4.8,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,21000,60 months,136000,18.38,4.66103,252175.0,75.4,debt_consolidation,MORTGAGE,1,1,10,3.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,9800,36 months,65000,15.44,5.55508,8171.0,9.9,debt_consolidation,RENT,1,1,20,6.4,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,5000,36 months,38500,23.25,5.6001,4624.0,44.5,credit_card,MORTGAGE,1,1,9,3.2,paid off,6,credit_card,MORTGAGE, > 1 Year
Charged Off,14000,36 months,38000,31.29,15.3736,24091.0,42.9,debt_consolidation,MORTGAGE,1,1,15,4.6,default,7,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,15000,60 months,83000,5.87,4.8626,16785.0,41.4,credit_card,MORTGAGE,1,1,11,5.8,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,9100,36 months,35000,23.18,10.7136,6089.0,38.1,debt_consolidation,MORTGAGE,1,0,10,4.4,paid off,10,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,18000,36 months,100000,8.64,6.73092,25225.0,46.8,debt_consolidation,RENT,1,1,9,6.6,paid off,5,debt_consolidation,RENT, > 1 Year
Fully Paid,10000,36 months,65500,27.87,6.64635,9252.0,60.9,other,MORTGAGE,1,1,9,3.4,paid off,11,other,MORTGAGE, > 1 Year
