"TaxAssessedValue","SqFtTotLiving","ZipCode"
286000,1310,"98113"
185000,1050,"98168"
696000,1850,"98112"
568000,1740,"98112"
526000,1290,"98112"
526000,1020,"98112"
786000,2300,"98112"
804000,2300,"98112"
657000,2160,"98112"
647000,1890,"98112"
752000,2220,"98112"
494000,1210,"98112"
866000,2950,"98112"
240000,1710,"98042"
237000,1680,"98042"
283000,1940,"98042"
671000,2480,NA
312000,1979,NA
147000,1010,"98042"
352000,2160,"98042"
504000,1320,"98042"
504000,3340,"98042"
198000,1790,"98047"
368000,870,"98075"
280000,1270,"98125"
288000,1190,"98125"
240000,1280,"98125"
352000,1450,"98125"
249000,1255,"98125"
258000,1309,NA
360000,1390,"98125"
299000,1180,"98125"
289000,1800,"98031"
335000,2100,"98155"
358000,1480,"98034"
212000,1210,"98022"
228000,1440,"98022"
479000,2880,"98075"
622000,2100,"98029"
497000,2680,"98075"
224000,1590,"98042"
253000,1990,"98042"
200000,1720,"98042"
261000,1620,"98042"
634000,3090,NA
300000,1979,"98042"
236000,2130,"98042"
281000,1360,"98042"
680000,3410,"98029"
699000,3840,"98029"
663000,3080,"98029"
680000,3340,"98029"
1153000,2530,"98075"
507000,2840,"98075"
623000,2280,"98075"
309000,1320,"98125"
427000,2580,"98125"
300000,1180,"98125"
377000,1690,"98125"
256000,820,"98125"
370000,1590,"98125"
397000,1730,"98075"
397000,1290,"98075"
412000,2050,"98075"
281000,2500,"98042"
286000,1610,"98042"
808000,4330,NA
737000,3090,NA
692000,2960,NA
577000,2410,"98052"
669000,2970,"98052"
176000,880,"98042"
223000,1500,"98042"
215000,2540,"98146"
716000,4050,"98029"
682000,3340,"98029"
1017000,2770,"98075"
815000,2440,"98075"
440000,4070,NA
393000,1110,"98075"
610000,2010,"98075"
272000,1030,"98125"
317000,1420,"98125"
387000,2480,"98125"
385000,2250,"98125"
230000,1960,"98198"
215000,2100,"98198"
213000,2120,"98198"
237000,1640,"98198"
271000,2020,"98198"
199000,1640,"98198"
564000,2100,"98075"
526000,1670,"98075"
629000,2610,"98075"
655000,2830,"98075"
507000,2360,"98075"
552000,2250,"98075"
434000,1870,"98075"
467000,1850,"98075"
504000,1980,"98075"
562000,2480,"98075"
574000,2180,"98075"
592000,2500,"98075"
545000,2060,"98075"
687000,3040,"98075"
668000,2870,"98075"
673000,2970,"98075"
651000,2690,"98075"
498000,2550,"98075"
285000,2020,"98031"
278000,2020,"98031"
288000,2050,"98031"
505000,1280,"98103"
301000,1100,"98133"
1046000,2960,"98102"
1567000,4160,"98102"
644000,1940,"98103"
1294000,3490,NA
607000,3090,"98116"
419000,1620,"98116"
271000,2266,NA
530000,1330,"98105"
477000,2440,"98146"
759000,2690,"98112"
646000,2030,"98112"
611000,1510,"98112"
771000,2590,"98112"
699000,2430,"98112"
1101000,3040,"98112"
519000,1270,"98112"
776000,2180,"98112"
757000,2120,"98112"
495000,1260,"98112"
503000,1384,NA
542000,1570,"98102"
542000,1570,"98102"
851000,1260,"98102"
745000,2680,"98102"
464000,1800,"98115"
733000,2100,"98103"
244000,2510,"98032"
614000,2610,"98004"
239000,1030,NA
1097000,1860,"98112"
956000,3070,NA
713000,3460,"98112"
475000,1600,"98112"
659000,2310,"98112"
602000,1390,"98112"
582000,1600,"98112"
418000,830,"98112"
614000,2130,"98112"
850000,2800,"98112"
673000,1970,"98112"
632000,1570,"98112"
1064000,3820,"98112"
696000,1810,"98112"
418000,1470,"98007"
614000,2560,"98007"
520000,2590,"98008"
502000,2310,"98008"
518000,1560,"98008"
552000,2600,"98008"
528000,1560,"98008"
532000,2200,"98008"
528000,2150,"98008"
482000,1780,"98008"
575000,2390,"98072"
561000,2390,"98072"
301000,2350,"98031"
267000,2000,"98031"
286000,2270,"98031"
314000,2190,"98031"
588000,1630,"98102"
686000,1560,"98102"
2506000,7420,"98102"
1304000,2970,"98102"
4369000,9100,"98102"
4369000,1240,"98102"
2257000,9630,"98102"
439000,1680,"98116"
198000,1320,"98003"
185000,1260,"98003"
200000,1460,"98003"
198000,1380,"98003"
184000,910,"98106"
618000,1920,"98116"
329000,2400,"98023"
296000,2860,"98023"
290000,2445,NA
281000,2536,NA
285000,2536,NA
271000,2303,NA
389000,2620,"98108"
847000,4440,"98155"
1906000,3110,"98155"
1437000,2820,"98155"
1881000,3830,"98155"
1066000,1980,"98155"
566000,2090,"98144"
848000,3330,"98144"
678000,1800,"98144"
1599000,5380,"98144"
968000,3060,"98144"
620000,2650,"98105"
231000,1260,"98042"
230000,1912,"98042"
693000,3840,"98029"
679000,3470,"98029"
655000,2930,"98029"
201000,1780,"98047"
292000,1060,"98125"
315000,1360,"98125"
319000,1260,"98125"
426000,2600,"98125"
228000,1240,"98125"
504000,1660,"98125"
504000,1330,"98125"
280000,870,"98125"
260000,1080,"98125"
627000,2550,"98075"
735000,3590,NA
314000,1670,"98155"
327000,1390,"98133"
349000,1350,"98034"
370000,1550,"98034"
349000,1310,"98034"
229000,1460,"98022"
227000,1340,"98022"
611000,1740,"98112"
605000,1670,"98112"
785000,3120,"98112"
812000,2300,"98112"
1385000,3050,"98005"
1385000,1270,"98005"
795000,1880,"98005"
1012000,3860,"98005"
1247000,3440,"98005"
544000,2070,"98075"
594000,2520,"98075"
193000,1530,"98198"
199000,1950,"98198"
220000,2440,"98198"
256000,2610,"98198"
233000,1872,"98198"
593000,2480,"98075"
575000,2150,"98075"
537000,1950,"98075"
867000,4150,NA
506000,2000,"98075"
497000,2890,"98075"
493000,2350,"98075"
452000,2160,"98075"
468000,3100,NA
455000,2870,NA
454000,2830,NA
413000,2170,NA
182000,740,"98058"
269000,2260,"98058"
223000,1390,"98058"
187000,1100,"98031"
302000,1750,"98059"
358000,2600,"98059"
273000,1340,"98059"
288000,1550,"98059"
297000,1610,"98059"
342000,2200,"98059"
321000,2050,"98059"
330000,1770,"98059"
288000,1530,"98059"
306000,1590,"98059"
309000,1730,"98059"
291000,1730,"98059"
298000,1720,"98059"
334000,2550,"98003"
325000,1740,"98011"
396000,2230,"98028"
206000,1980,"98198"
628000,2870,"98075"
549000,2070,"98075"
571000,2370,"98075"
410000,1660,"98075"
702000,2350,"98075"
742000,2650,"98075"
606000,2700,"98075"
670000,3010,"98075"
634000,2590,"98075"
468000,1850,"98075"
439000,1770,"98075"
444000,1750,"98075"
461000,1680,"98075"
432000,1760,"98075"
458000,2460,"98075"
541000,2190,"98075"
573000,2570,"98075"
650000,2580,"98075"
708000,3180,"98075"
983000,4530,"98029"
731000,2790,"98029"
391000,1550,"98075"
635000,3790,"98075"
479000,1810,"98007"
413000,1470,"98007"
396000,1570,"98007"
444000,1710,"98007"
395000,1380,"98007"
385000,1060,"98008"
584000,3050,"98008"
541000,2300,"98008"
494000,1950,"98008"
699000,3020,"98052"
643000,3350,"98072"
644000,3230,"98072"
266000,1590,"98031"
569000,1810,"98103"
776000,1770,"98103"
3503000,4670,"98102"
989000,2640,"98102"
636000,2170,"98102"
1102000,2440,"98102"
2332000,6160,"98102"
375000,890,"98115"
229000,2760,"98032"
207000,2200,"98032"
558000,3310,"98146"
282000,1200,"98103"
278000,1210,"98103"
450000,2210,"98007"
568000,2000,"98007"
536000,2000,"98008"
475000,2010,"98007"
406000,1910,"98007"
347000,1150,"98007"
386000,1300,"98007"
377000,1160,"98007"
453000,1960,"98007"
458000,1710,"98007"
592000,2690,"98008"
557000,1500,"98008"
496000,2010,"98008"
421000,1250,"98008"
241000,1500,"98058"
1557000,5260,"98006"
1185000,3630,"98006"
1498000,5880,"98006"
673000,2840,"98052"
695000,2920,"98052"
576000,3100,"98072"
552000,2340,"98072"
554000,2040,"98144"
853000,3500,"98144"
607000,1700,"98105"
450000,1610,"98105"
278000,1090,NA
290000,1190,"98103"
270000,1170,"98103"
301000,1570,"98103"
193000,1250,"98002"
593000,2630,"98007"
477000,2000,"98008"
356000,1180,"98007"
387000,1470,"98007"
479000,1810,"98007"
398000,1380,"98007"
434000,1430,"98007"
418000,1450,"98007"
398000,1750,"98007"
428000,2080,"98007"
392000,1520,"98007"
543000,2130,"98008"
821000,3100,NA
494000,1930,"98008"
261000,1590,"98058"
442000,1480,"98105"
449000,1880,"98105"
419000,1620,"98007"
341000,1150,"98007"
356000,1130,"98007"
422000,1470,"98007"
398000,1520,"98007"
423000,1650,"98007"
398000,1230,"98007"
460000,1810,"98007"
497000,2020,"98007"
444000,1430,"98008"
482000,1670,"98008"
533000,1700,"98008"
580000,2680,"98008"
520000,2100,"98008"
559000,2420,"98008"
265000,1400,"98058"
1198000,3920,"98006"
293000,2070,"98031"
272000,1670,"98031"
272000,2020,"98031"
267000,2000,"98031"
273000,2270,"98031"
653000,1910,"98112"
1036000,3110,"98112"
220000,1400,"98112"
666000,1650,"98112"
968000,3690,"98005"
1495000,4760,"98005"
974000,3010,"98005"
528000,2010,"98075"
185000,1420,"98198"
213000,2330,"98198"
197000,2130,"98198"
235000,2590,"98198"
210000,2090,"98198"
251000,3180,"98198"
184000,1370,"98198"
557000,2260,"98075"
753000,3780,NA
790000,3820,NA
390000,1600,"98075"
458000,2430,"98075"
468000,2340,"98075"
451000,2040,"98075"
412000,1960,"98075"
543000,2320,"98075"
914000,3260,"98112"
735000,2560,"98112"
696000,2390,"98112"
911000,3590,"98112"
550000,1900,"98112"
801000,2220,"98112"
1231000,3450,"98005"
554000,2260,"98075"
235000,1780,"98198"
249000,1860,"98198"
238000,2060,"98198"
234000,2040,"98198"
1057000,3330,"98075"
660000,3010,"98075"
592000,2240,"98075"
425000,1430,"98075"
436000,2020,"98075"
436000,1790,"98075"
512000,2250,"98075"
472000,2080,"98075"
410000,1880,"98075"
545000,2210,"98075"
606000,2600,"98075"
676000,2890,"98075"
760000,2900,"98112"
1288000,4680,"98005"
1219000,4520,"98005"
610000,2560,"98075"
582000,2650,"98075"
211000,2050,"98198"
557000,2290,"98075"
548000,2040,"98075"
547000,2260,"98075"
556000,2230,"98075"
429000,2060,"98075"
440000,2160,"98075"
396000,1770,"98075"
420000,1990,"98075"
551000,2180,"98075"
667000,2910,"98075"
350000,1720,"98075"
399000,1660,"98075"
473000,2060,"98075"
242000,2280,"98042"
729000,3000,NA
193000,1250,"98042"
270000,1820,"98042"
212000,2300,"98146"
493000,1760,"98075"
528000,2080,"98075"
693000,3140,"98075"
679000,2800,"98075"
678000,2840,"98075"
433000,1880,"98075"
468000,3080,"98075"
235000,1450,"98042"
256000,1920,"98042"
236000,1420,"98042"
230000,1470,"98042"
273000,1610,"98042"
467000,1960,"98075"
724000,2940,NA
647000,2940,NA
611000,2420,"98052"
642000,2620,"98052"
324000,2270,"98042"
245000,1796,"98042"
213000,1220,"98042"
330000,2600,"98042"
222000,1180,"98042"
235000,1560,"98042"
650000,2950,"98029"
341000,1370,"98125"
299000,1390,"98125"
270000,960,"98125"
237000,720,"98125"
288000,960,"98125"
407000,2310,"98125"
693000,2650,"98125"
314000,880,"98125"
289000,1800,"98031"
249000,2080,"98031"
719000,3450,NA
528000,2570,NA
362000,1590,"98133"
341000,1280,"98034"
227000,1400,"98022"
229000,1450,"98022"
232000,1450,"98022"
229000,1570,"98022"
231000,1230,"98022"
232000,1570,"98022"
230000,1570,"98022"
218000,1100,"98118"
352000,1700,"98011"
335000,1750,"98011"
743000,900,"98005"
1143000,2890,"98005"
965000,3100,"98005"
592000,2570,"98075"
586000,2620,"98075"
579000,2530,"98075"
188000,1440,"98198"
212000,2060,"98198"
193000,1810,"98198"
206000,1950,"98198"
253000,2590,"98198"
258000,2360,"98198"
179000,1290,"98198"
599000,2320,"98075"
570000,2390,"98075"
814000,3600,NA
814000,3600,NA
458000,1780,"98075"
472000,2140,"98075"
447000,2290,"98075"
528000,2050,"98075"
605000,2660,"98075"
528000,2640,"98075"
451000,1940,"98075"
1377000,3910,"98005"
580000,2550,"98075"
552000,2260,"98075"
190000,1470,"98198"
180000,1290,"98198"
587000,2500,"98075"
600000,2620,"98075"
825000,3730,NA
821000,3690,"98075"
531000,2310,"98075"
466000,2430,"98075"
467000,1850,"98075"
448000,2220,"98075"
511000,2340,"98075"
454000,2470,"98075"
519000,1850,"98075"
441000,2550,"98075"
580000,3430,"98075"
384000,1720,"98075"
625000,3210,"98075"
512000,1910,"98029"
253000,2390,"98042"
184000,1180,"98042"
240000,1810,"98042"
409000,2060,"98075"
555000,2240,"98029"
732000,3060,"98029"
414000,1440,"98075"
244000,1930,"98042"
227000,1530,"98042"
238000,1820,"98042"
251000,1730,"98042"
253000,1440,"98042"
687000,3020,"98052"
595000,2620,"98052"
300000,1979,"98042"
198000,1320,"98042"
262000,2190,"98042"
236000,2080,"98146"
239000,760,"98125"
392000,2040,"98125"
355000,1360,"98125"
365000,1620,"98125"
298000,1190,"98125"
276000,1160,"98125"
276000,320,"98125"
316000,1900,"98125"
703000,3360,NA
551000,2480,"98105"
415000,1210,NA
289000,1260,"98103"
557000,2840,"98008"
655000,2700,"98007"
404000,1390,"98007"
339000,1150,"98007"
335000,1330,"98007"
448000,1700,"98007"
528000,2520,"98008"
440000,1250,"98008"
501000,2230,"98008"
487000,1860,"98008"
569000,2310,"98008"
611000,2360,"98072"
280000,2090,"98031"
266000,1590,"98031"
275000,2270,"98031"
245000,1600,"98031"
281000,2050,"98031"
277000,2070,"98031"
302000,2380,"98031"
542000,1240,"98103"
470000,1070,"98102"
439000,1600,"98116"
271000,2257,NA
594000,3400,"98146"
661000,1530,"98112"
763000,2300,"98112"
870000,2090,"98112"
487000,1190,"98112"
558000,1460,"98112"
634000,1690,"98112"
639000,1480,"98112"
723000,2220,"98112"
502000,1380,"98112"
546000,1470,"98112"
672000,1680,"98112"
487000,1010,"98112"
664000,1620,"98112"
772000,2310,"98112"
1110000,3540,"98112"
756000,2520,"98112"
586000,2370,"98075"
226000,2040,"98198"
228000,1820,"98198"
211000,1970,"98198"
261000,2560,"98198"
480000,1910,"98075"
544000,2250,"98075"
666000,2800,"98075"
689000,2965,"98075"
549000,3020,"98075"
446000,1860,"98075"
485000,2050,"98075"
610000,2510,"98029"
237000,1500,"98042"
213000,1270,"98042"
237000,1750,"98042"
343000,2040,"98042"
491000,1910,"98075"
717000,2940,NA
302000,1580,"98042"
241000,1720,"98042"
740000,4060,"98029"
677000,3340,"98029"
1152000,3260,NA
1068000,3270,"98075"
885000,3240,"98075"
440000,1740,"98075"
543000,4010,"98125"
447000,2760,"98125"
229000,1430,"98022"
229000,1450,"98022"
230000,1490,"98022"
237000,1630,"98022"
245000,920,"98118"
227000,1440,NA
362000,1810,"98011"
317000,1590,"98011"
335000,1480,"98011"
388000,2090,"98011"
295000,2410,"98058"
287000,2260,"98058"
305000,2530,"98058"
415000,2930,"98042"
421000,2980,"98042"
415000,2840,"98042"
318000,2880,"98038"
248000,1720,"98038"
272000,1300,"98038"
489000,2380,"98038"
317000,1280,"98038"
257000,550,"98038"
308000,1310,"98038"
510000,2240,"98052"
608000,2110,"98112"
287000,450,"98112"
480000,1310,"98112"
395000,2010,"98112"
898000,2110,"98112"
590000,1460,"98112"
773000,2120,"98112"
1064000,3930,"98112"
388000,960,"98112"
1078000,3080,"98005"
848000,2020,"98005"
244000,2090,"98198"
189000,2690,"98198"
206000,1690,"98198"
212000,2000,"98198"
699000,3290,"98029"
484000,2260,"98075"
434000,2290,"98075"
541000,2100,"98075"
491000,1550,"98075"
691000,3070,"98075"
661000,2790,"98075"
692000,3100,"98075"
653000,2740,"98075"
316000,2960,"98031"
301000,1100,"98133"
661000,1820,"98102"
632000,2020,"98102"
1237000,2820,"98102"
1460000,3080,"98102"
344000,1150,"98117"
365000,1030,"98117"
411000,1760,"98115"
642000,2030,"98103"
438000,2080,"98116"
298000,2210,"98178"
900000,2990,"98105"
626000,1700,"98105"
310000,1280,"98113"
231000,1300,"98168"
686000,2230,"98112"
816000,3060,"98112"
725000,2760,"98112"
675000,2210,"98112"
627000,1730,"98112"
590000,1380,"98112"
582000,1660,"98112"
600000,1940,"98112"
1446000,4870,"98006"
1196000,3700,"98006"
629000,2490,"98072"
301000,2410,"98031"
273000,2020,"98031"
273000,1600,"98031"
273000,2020,"98031"
287000,2270,"98031"
283000,2290,"98031"
290000,2170,"98031"
7158000,12050,"98102"
532000,1670,"98102"
502000,1570,NA
1455000,3790,"98102"
2664000,6240,"98102"
330000,1490,"98117"
365000,990,"98115"
784000,2470,"98103"
1405000,4015,NA
651000,3110,"98116"
302000,900,"98116"
246000,1872,NA
270000,2244,NA
550000,1200,"98105"
1965000,2720,"98075"
1148000,3370,"98075"
942000,5060,"98075"
402000,1940,"98125"
284000,950,"98125"
358000,1310,"98125"
334000,1110,"98125"
300000,1010,"98125"
270000,1190,"98125"
292000,400,"98125"
292000,1030,"98125"
271000,1465,"98125"
375000,1820,"98125"
628000,2530,NA
702000,3380,NA
374000,1760,"98155"
410000,1500,"98034"
244000,1650,"98022"
237000,1550,"98022"
243000,1680,"98022"
246000,1820,"98022"
264000,2160,"98022"
226000,1350,"98022"
222000,1350,"98022"
282000,2090,"98031"
276000,1940,"98031"
268000,2000,"98031"
231000,1330,"98031"
273000,2030,"98031"
287000,2190,"98031"
7837000,6320,"98004"
229000,1360,"98030"
479000,1540,NA
1224000,2570,"98102"
2297000,6230,"98102"
1863000,5200,"98102"
375000,1150,"98115"
351000,1040,"98115"
445000,2080,"98115"
294000,1230,NA
270000,1330,NA
680000,1050,"98133"
680000,3600,"98133"
253000,960,"98146"
637000,2480,"98146"
759000,2680,"98112"
552000,1420,"98112"
375000,3360,NA
202000,1780,"98047"
423000,1890,"98125"
302000,1220,"98125"
311000,1330,"98125"
382000,2060,"98125"
287000,1140,"98125"
288000,1010,"98125"
405000,2370,"98125"
267000,770,"98125"
255000,900,"98125"
260000,1359,NA
359000,610,"98125"
667000,2870,NA
354000,1700,"98133"
217000,1200,"98022"
239000,1680,"98022"
238000,1670,"98022"
241000,1610,"98022"
347000,1800,"98011"
380000,2380,"98011"
384000,2140,"98011"
364000,1930,"98011"
393000,2320,"98011"
362000,1880,"98011"
699000,3000,"98075"
699000,3180,"98075"
683000,3070,"98075"
689000,2920,"98075"
722000,3200,"98075"
384000,2000,"98075"
253000,1910,"98042"
212000,1180,"98042"
321000,2420,"98042"
232000,2620,"98146"
883000,2540,"98075"
1054000,3390,"98075"
448000,2690,"98125"
240000,930,"98125"
248000,1240,NA
405000,2590,NA
286000,880,"98125"
302000,2095,"98031"
298000,2030,"98031"
306000,1950,"98155"
229000,1340,"98022"
233000,1530,"98022"
239000,1660,"98022"
247000,1730,"98022"
226000,1410,"98022"
237000,1640,"98022"
227000,1520,NA
283000,1250,"98011"
337000,1550,"98011"
386000,2210,"98011"
325000,1460,"98011"
299000,2530,"98058"
295000,2410,"98058"
464000,3290,"98042"
405000,2640,"98042"
444000,3020,"98042"
477000,3320,"98042"
278000,1630,"98038"
542000,2450,"98052"
515000,2080,"98052"
439000,1430,"98103"
471000,2060,"98103"
375000,740,"98115"
459000,1480,"98115"
406000,1070,"98115"
800000,3300,"98115"
416000,1360,"98115"
449000,1200,"98103"
480000,2370,"98075"
390000,1300,"98075"
504000,2190,"98075"
446000,2110,"98075"
454000,1950,"98075"
574000,2160,"98075"
672000,3140,"98075"
660000,2780,"98075"
668000,2560,"98075"
438000,1530,"98075"
413000,1480,"98075"
448000,3660,"98075"
461000,2850,"98075"
667000,3740,"98075"
390000,2000,"98075"
493000,1860,"98075"
258000,1940,"98042"
244000,1660,"98042"
263000,2390,"98042"
250000,1720,"98042"
186000,1180,"98042"
254000,1870,"98042"
208000,1560,"98042"
810000,3320,NA
2084000,5050,"98102"
784000,2440,"98103"
563000,1740,"98103"
1209000,4400,"98103"
271000,2257,NA
859000,2760,"98105"
1095000,3220,"98004"
207000,640,"98146"
406000,1820,"98146"
630000,1230,"98112"
704000,2430,"98112"
598000,1060,"98112"
442000,1080,"98112"
1193000,3990,"98112"
692000,2290,"98112"
1083000,3440,NA
371000,1100,"98112"
765000,2830,"98112"
533000,2000,"98112"
609000,1630,"98112"
673000,2140,"98112"
596000,1240,"98112"
908000,2600,"98112"
889000,3470,"98112"
195000,1400,"98003"
201000,1150,"98003"
269000,960,"98106"
162000,600,"98106"
343000,2490,"98023"
285000,2536,NA
272000,2303,NA
302000,2718,NA
548000,2000,"98155"
689000,2970,"98155"
1862000,3080,"98155"
752000,4010,"98144"
779000,2130,"98144"
780000,2600,"98105"
774000,2420,"98105"
487000,1590,"98105"
393000,1340,"98105"
403000,1330,"98105"
374000,1160,"98105"
261000,1050,"98103"
289000,1210,"98103"
548000,2580,"98008"
453000,1690,"98007"
477000,1270,"98007"
602000,3610,"98028"
185000,1190,"98003"
184000,1140,"98003"
248000,1210,"98106"
876000,2820,"98116"
476000,2890,"98023"
302000,2080,"98003"
334000,1870,"98023"
457000,3820,"98023"
290000,2445,NA
295000,2884,NA
484000,1910,"98033"
734000,3240,NA
405000,1270,"98033"
760000,3220,"98155"
748000,3850,"98155"
548000,2760,"98155"
631000,3780,"98155"
645000,2720,"98155"
2441000,5210,"98155"
382000,1210,"98144"
409000,1540,"98105"
470000,880,"98105"
302000,1360,NA
651000,2460,"98075"
368000,1600,"98075"
261000,980,"98075"
362000,2040,"98075"
597000,2250,"98029"
433000,1990,"98075"
316000,2040,NA
250000,1710,"98042"
239000,1890,"98042"
234000,1640,"98042"
232000,1480,"98042"
273000,1900,"98042"
810000,3340,NA
226000,2120,"98042"
246000,2609,"98042"
652000,2950,"98029"
201000,1830,"98047"
195000,1780,"98047"
846000,2670,"98075"
1579000,6420,"98075"
876000,2590,"98075"
1043000,2550,"98075"
806000,2480,"98075"
513000,1820,"98075"
772000,2430,"98112"
539000,1120,"98112"
1937000,5020,"98005"
1419000,4890,"98005"
1072000,4280,"98005"
1748000,5160,NA
230000,1420,"98198"
186000,1440,"98198"
224000,2160,"98198"
601000,2620,"98075"
564000,2100,"98075"
629000,2600,"98075"
809000,3570,NA
412000,2100,"98075"
747000,4290,"98075"
444000,1880,"98075"
410000,1970,"98075"
522000,2150,"98075"
538000,2160,"98075"
571000,2150,"98075"
693000,3110,"98075"
682000,2990,"98075"
698000,3010,"98075"
472000,2210,"98075"
653000,2920,"98112"
784000,1700,"98112"
1261000,4080,"98112"
729000,2080,"98112"
830000,2850,"98112"
747000,2160,"98112"
749000,2090,"98112"
1559000,4070,"98005"
889000,2170,"98005"
1182000,3410,"98005"
1393000,3600,"98005"
952000,2430,"98005"
564000,2380,"98075"
194000,1790,"98198"
204000,2110,"98198"
179000,1290,"98198"
582000,2210,"98075"
610000,2540,"98075"
807000,3490,NA
846000,3060,"98075"
879000,3640,"98075"
444000,2050,"98075"
436000,1830,"98075"
678000,2840,"98075"
237000,1630,"98042"
430000,1410,"98075"
692000,2960,NA
370000,2190,"98042"
670000,3490,"98029"
212000,1980,"98047"
792000,2300,"98075"
634000,980,"98075"
597000,2110,"98075"
378000,1720,"98125"
258000,940,"98125"
290000,1030,"98125"
534000,2170,"98125"
601000,2780,"98125"
592000,2930,"98125"
297000,1240,"98125"
258000,1307,NA
290000,1350,"98125"
324000,2680,"98031"
709000,3480,NA
328000,1220,"98133"
235000,1540,"98022"
221000,1220,"98022"
226000,1460,"98022"
235000,1680,"98198"
600000,2520,"98075"
680000,2660,"98075"
633000,2600,"98075"
554000,2160,"98075"
472000,2230,"98075"
484000,2520,"98075"
462000,2550,"98075"
425000,1680,"98075"
491000,2120,"98075"
413000,2450,"98075"
672000,2950,"98075"
629000,2630,"98075"
413000,1560,"98075"
767000,2860,"98029"
677000,2650,"98029"
390000,1570,"98075"
421000,1540,"98075"
234000,1430,"98042"
692000,2960,NA
607000,2420,"98052"
286000,1834,"98042"
233000,1110,"98042"
217000,2480,"98146"
664000,2850,"98075"
634000,2730,"98075"
471000,1930,"98075"
731000,3370,"98075"
606000,2550,"98075"
506000,2160,"98075"
493000,2010,"98075"
371000,1660,"98075"
702000,2610,"98029"
486000,2530,"98075"
569000,2390,"98075"
252000,1850,"98042"
236000,1530,"98042"
244000,2050,"98042"
251000,1900,"98042"
380000,1510,"98075"
312000,1979,NA
232000,1560,"98042"
286000,1090,"98125"
339000,1640,"98125"
438000,2570,"98125"
437000,2370,"98125"
281000,960,"98125"
256000,1256,"98125"
654000,2710,"98052"
457000,3084,"98042"
300000,2240,"98042"
186000,1184,"98042"
232000,1470,"98042"
203000,790,"98042"
708000,3880,"98029"
706000,4230,"98029"
205000,1830,"98047"
1143000,3900,"98075"
2076000,4880,"98075"
680000,2690,"98075"
708000,2670,"98075"
292000,1040,"98125"
422000,2260,"98125"
268000,1050,"98125"
275000,980,"98125"
370000,2130,"98125"
341000,1330,"98125"
250000,1176,"98125"
247000,1212,NA
376000,2230,"98125"
387000,2400,"98125"
298000,2030,"98031"
1277000,4110,"98005"
935000,2710,"98005"
1263000,3320,"98005"
1524000,4890,"98005"
202000,1290,"98198"
237000,1301,"98198"
190000,1440,"98198"
623000,2300,"98075"
592000,2400,"98075"
415000,1560,"98075"
1140000,4280,"98075"
651000,2760,"98075"
517000,2120,"98075"
558000,2590,"98075"
499000,2200,"98075"
468000,2210,"98075"
531000,2360,"98075"
464000,2190,"98075"
609000,2580,"98075"
689000,3060,"98075"
658000,2760,"98075"
680000,2830,"98075"
484000,1920,"98075"
660000,2440,"98029"
434000,1990,"98075"
240000,1500,"98042"
283000,1870,"98042"
242000,1670,"98042"
259000,1830,"98042"
558000,3510,"98075"
457000,1540,"98075"
676000,2770,NA
692000,2960,NA
212000,1100,"98042"
295000,1834,NA
237000,1650,"98146"
708000,3880,"98029"
665000,3180,"98029"
691000,1630,"98075"
1489000,4180,NA
886000,2720,"98075"
693000,3050,"98075"
447000,1980,"98075"
347000,1540,"98125"
339000,1710,"98125"
270000,1090,"98125"
344000,860,"98125"
621000,3040,"98125"
418000,1470,"98007"
432000,1590,"98007"
422000,1250,"98007"
523000,3150,"98007"
499000,2740,"98007"
445000,1470,"98008"
461000,1490,"98008"
569000,2570,"98008"
461000,1490,"98008"
271000,1430,"98058"
589000,2690,"98072"
301000,2310,"98031"
295000,2420,"98031"
296000,2380,"98031"
327000,1450,"98155"
233000,1900,"98030"
336000,1180,"98117"
228000,1740,"98032"
238000,2190,"98178"
631000,2870,"98004"
377000,1420,"98146"
492000,1240,"98112"
630000,1820,"98112"
926000,2370,"98112"
301000,1340,NA
291000,1190,"98103"
499000,2260,"98007"
385000,1200,"98007"
404000,1490,"98007"
413000,1410,"98007"
413000,1460,"98007"
518000,2450,"98007"
443000,1530,"98008"
433000,1430,"98008"
734000,2850,"98008"
687000,2150,"98008"
543000,2510,"98008"
506000,1850,"98008"
557000,2350,"98008"
700000,3050,"98052"
694000,3010,"98052"
547000,2320,"98072"
293000,2070,"98031"
249000,1590,"98031"
272000,2020,"98031"
297000,2090,"98031"
286000,1870,"98155"
849000,2530,"98103"
269000,1419,"98125"
269000,1360,NA
332000,1850,"98125"
299000,1380,"98125"
299000,900,"98125"
308000,2230,"98031"
322000,2640,"98031"
709000,3470,NA
689000,3480,NA
344000,1250,"98034"
229000,1430,"98022"
220000,1310,"98022"
243000,1780,"98022"
233000,1420,"98022"
229000,1460,"98022"
240000,1880,"98022"
252000,1840,"98022"
362000,2130,"98011"
312000,1290,"98011"
377000,2040,"98011"
362000,1880,"98011"
379000,1510,"98011"
371000,1990,"98011"
405000,2480,"98011"
270000,1330,NA
239000,1030,"98133"
349000,730,"98112"
846000,2480,"98112"
808000,2620,"98112"
592000,1490,"98112"
623000,1960,"98112"
576000,1000,"98112"
615000,1200,"98112"
924000,1900,"98112"
806000,1590,"98112"
663000,1670,"98112"
733000,2470,"98112"
683000,1820,"98112"
712000,3030,"98112"
704000,1960,"98112"
982000,3620,"98112"
508000,1310,"98112"
524000,2040,"98112"
934000,2010,"98005"
626000,2770,"98075"
